GENDER,AGE,MARITAL_STATUS,PROFESSION
F,49,Married,Hospitality
F,27,Single,Professional
F,27,Single,Professional
M,58,Married,Professional
M,58,Married,Professional
F,41,Married,Other
F,41,Married,Other
F,41,Married,Other
F,26,Single,Retail
F,26,Single,Retail
F,26,Single,Retail
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
M,40,Single,Executive
M,40,Single,Executive
M,40,Single,Executive
M,30,Single,Student
M,30,Single,Student
M,30,Single,Student
M,41,Married,Other
M,41,Married,Other
M,41,Married,Other
M,41,Married,Other
M,41,Married,Other
M,43,Single,Sales
M,43,Single,Sales
F,32,Married,Other
F,32,Married,Other
F,32,Married,Other
F,21,Single,Other
F,21,Single,Other
F,21,Single,Other
F,21,Single,Other
F,38,Single,Professional
F,38,Single,Professional
M,39,Married,Trades
M,39,Married,Trades
M,41,Single,Other
M,41,Single,Other
M,41,Single,Other
M,41,Single,Other
M,41,Single,Other
M,41,Single,Other
M,41,Married,Executive
M,41,Married,Executive
M,31,Married,Sales
M,31,Married,Sales
F,24,Married,Retail
F,24,Married,Retail
F,24,Married,Retail
F,24,Married,Retail
M,52,Married,Other
M,52,Married,Other
M,52,Married,Other
M,44,Married,Trades
M,44,Married,Trades
M,44,Married,Trades
M,44,Married,Trades
F,30,Single,Professional
F,50,Unspecified,Sales
M,23,Single,Other
M,25,Married,Executive
M,27,Single,Other
F,37,Married,Other
M,35,Married,Sales
F,22,Single,Other
M,27,Single,Other
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,20,Single,Professional
M,27,Single,Sales
M,27,Single,Sales
M,27,Single,Sales
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
M,44,Married,Other
M,21,Single,Sales
M,21,Single,Sales
M,43,Single,Executive
M,43,Single,Executive
F,30,Married,Other
F,30,Married,Other
F,30,Married,Other
F,26,Married,Executive
M,37,Married,Trades
M,37,Single,Executive
M,37,Single,Executive
M,37,Single,Executive
M,38,Single,Other
M,38,Single,Other
M,40,Married,Other
F,24,Married,Other
F,34,Married,Hospitality
F,34,Married,Hospitality
M,49,Married,Retired
M,49,Married,Retired
M,20,Single,Student
M,25,Single,Other
F,25,Single,Retail
F,23,Single,Professional
M,33,Married,Other
F,20,Single,Retail
F,46,Married,Other
F,58,Unspecified,Hospitality
F,53,Married,Retired
M,43,Married,Sales
F,27,Married,Other
M,25,Single,Student
M,32,Married,Other
M,20,Single,Retail
F,44,Married,Executive
F,21,Single,Student
F,21,Single,Student
M,43,Single,Other
M,43,Single,Other
M,20,Single,Professional
F,67,Married,Retired
F,39,Married,Sales
F,29,Married,Other
M,24,Single,Trades
M,24,Single,Trades
M,24,Single,Trades
M,24,Single,Trades
M,24,Single,Trades
M,26,Single,Other
M,36,Married,Other
M,36,Married,Other
F,31,Single,Professional
M,30,Married,Other
M,42,Married,Executive
F,26,Single,Student
M,32,Married,Other
M,32,Single,Other
M,32,Single,Other
M,23,Single,Sales
F,52,Married,Other
F,42,Married,Other
F,42,Married,Other
F,42,Married,Other
F,20,Single,Professional
M,23,Single,Trades
M,23,Single,Trades
M,30,Married,Executive
M,37,Married,Other
F,25,Single,Other
M,36,Married,Sales
M,35,Single,Other
M,35,Single,Other
M,35,Single,Other
M,22,Single,Trades
M,22,Single,Trades
M,22,Single,Trades
F,34,Unspecified,Sales
F,34,Unspecified,Sales
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,29,Single,Other
F,29,Single,Other
F,49,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
M,31,Unspecified,Professional
M,31,Unspecified,Professional
M,43,Married,Trades
M,43,Married,Trades
M,43,Married,Trades
M,24,Single,Trades
M,24,Single,Trades
M,24,Single,Trades
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
F,54,Unspecified,Hospitality
F,54,Unspecified,Hospitality
F,54,Unspecified,Hospitality
F,54,Unspecified,Hospitality
F,35,Single,Other
F,35,Single,Other
F,25,Married,Other
F,25,Married,Other
F,50,Married,Other
F,50,Married,Other
F,50,Married,Other
F,50,Married,Other
F,50,Married,Other
F,57,Married,Retired
F,57,Married,Retired
F,57,Married,Retired
F,36,Married,Professional
F,36,Married,Professional
F,28,Single,Retail
F,28,Single,Retail
M,25,Single,Professional
M,25,Single,Professional
M,22,Single,Trades
M,22,Single,Trades
M,22,Single,Trades
M,22,Single,Trades
F,51,Unspecified,Hospitality
F,51,Unspecified,Hospitality
M,38,Married,Other
M,38,Married,Other
M,38,Married,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
F,46,Unspecified,Hospitality
F,46,Unspecified,Hospitality
F,46,Unspecified,Hospitality
F,46,Unspecified,Hospitality
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
F,38,Unspecified,Sales
F,38,Unspecified,Sales
M,36,Married,Other
M,36,Married,Other
M,41,Unspecified,Other
M,41,Unspecified,Other
M,41,Unspecified,Other
M,41,Unspecified,Other
M,19,Single,Trades
M,19,Single,Trades
F,30,Married,Hospitality
F,30,Married,Hospitality
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
F,37,Unspecified,Hospitality
F,38,Married,Other
F,38,Married,Other
F,38,Married,Other
M,43,Unspecified,Trades
M,43,Unspecified,Trades
M,26,Married,Professional
M,26,Married,Professional
M,26,Married,Professional
M,31,Single,Sales
M,31,Single,Sales
M,31,Single,Sales
M,31,Single,Sales
M,31,Single,Sales
F,27,Single,Retail
F,27,Single,Retail
M,39,Married,Other
M,39,Married,Other
M,39,Married,Other
F,33,Married,Other
F,33,Married,Other
F,33,Married,Other
M,25,Married,Professional
M,25,Married,Professional
M,53,Married,Other
M,53,Married,Other
M,53,Married,Other
F,36,Single,Other
F,36,Single,Other
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,35,Single,Executive
M,35,Single,Executive
M,35,Single,Executive
M,35,Single,Executive
F,66,Married,Retired
F,66,Married,Retired
M,34,Single,Other
M,34,Single,Other
M,34,Single,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
F,20,Single,Other
F,20,Single,Other
F,41,Married,Professional
F,41,Married,Professional
M,30,Married,Sales
M,30,Married,Sales
M,30,Married,Sales
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
M,30,Married,Sales
M,30,Married,Sales
M,35,Married,Other
M,35,Married,Other
M,56,Married,Other
M,56,Married,Other
M,56,Married,Other
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
F,25,Single,Other
F,25,Single,Other
M,48,Married,Professional
M,48,Married,Professional
F,36,Single,Professional
F,36,Single,Professional
F,36,Single,Professional
F,21,Single,Retail
F,21,Single,Retail
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
M,23,Single,Other
M,30,Single,Trades
M,30,Single,Trades
M,30,Single,Trades
M,30,Single,Trades
M,30,Single,Trades
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,18,Single,Student
M,18,Single,Student
F,51,Married,Other
F,51,Married,Other
M,25,Married,Other
M,25,Married,Other
M,39,Single,Professional
M,39,Single,Professional
M,39,Single,Professional
M,39,Single,Professional
M,39,Single,Professional
F,46,Married,Other
F,46,Married,Other
F,46,Married,Other
F,46,Married,Other
M,26,Married,Professional
M,26,Married,Professional
M,26,Married,Professional
M,26,Married,Professional
M,56,Unspecified,Other
M,56,Unspecified,Other
M,56,Unspecified,Other
M,56,Unspecified,Other
M,56,Unspecified,Other
M,56,Unspecified,Other
F,25,Married,Other
F,25,Married,Other
M,53,Married,Professional
M,53,Married,Professional
M,53,Married,Professional
M,53,Married,Professional
M,53,Married,Professional
M,19,Single,Other
M,19,Single,Other
M,19,Single,Other
M,19,Single,Other
M,40,Married,Executive
M,40,Married,Executive
M,40,Married,Executive
M,40,Married,Executive
F,40,Married,Other
F,40,Married,Other
F,40,Married,Other
M,22,Single,Retail
M,22,Single,Retail
F,69,Married,Other
F,69,Married,Other
F,29,Married,Professional
F,29,Married,Professional
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
M,32,Single,Other
M,32,Single,Other
M,32,Single,Other
M,32,Single,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,44,Unspecified,Other
M,21,Single,Other
M,21,Single,Other
M,21,Single,Other
M,40,Single,Other
M,40,Single,Other
M,40,Single,Other
M,40,Single,Other
F,24,Single,Other
F,48,Married,Executive
F,48,Married,Executive
F,48,Married,Executive
F,48,Married,Executive
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
F,29,Single,Hospitality
F,29,Single,Hospitality
F,29,Single,Hospitality
F,19,Single,Professional
F,19,Single,Professional
F,19,Single,Professional
F,45,Married,Hospitality
F,45,Married,Hospitality
F,45,Married,Hospitality
F,45,Married,Hospitality
F,45,Married,Hospitality
M,26,Single,Trades
M,26,Single,Trades
M,26,Single,Trades
M,40,Unspecified,Other
M,40,Unspecified,Other
M,40,Unspecified,Other
M,40,Unspecified,Other
M,25,Single,Sales
M,25,Single,Sales
M,25,Single,Sales
M,25,Single,Sales
F,36,Married,Sales
F,36,Married,Sales
F,25,Married,Other
F,25,Married,Other
F,56,Unspecified,Hospitality
F,56,Unspecified,Hospitality
F,56,Unspecified,Hospitality
F,66,Married,Other
F,66,Married,Other
F,19,Single,Student
F,19,Single,Student
F,19,Single,Student
F,19,Single,Student
F,29,Married,Professional
F,29,Married,Professional
M,28,Single,Other
M,28,Single,Other
M,28,Single,Other
M,28,Single,Other
M,28,Single,Other
M,30,Married,Executive
M,30,Married,Executive
M,30,Married,Executive
F,20,Single,Retail
F,20,Single,Retail
F,20,Single,Retail
M,43,Married,Trades
M,43,Married,Trades
M,43,Married,Trades
F,24,Single,Other
F,24,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,29,Single,Student
F,29,Single,Student
F,42,Married,Other
F,42,Married,Other
F,42,Married,Other
F,42,Married,Other
F,42,Married,Other
F,29,Single,Student
F,29,Single,Student
F,28,Single,Retail
F,28,Single,Retail
F,26,Single,Student
F,26,Single,Student
F,29,Single,Professional
F,29,Single,Professional
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
F,48,Married,Other
M,34,Married,Other
M,34,Married,Other
M,38,Married,Other
M,38,Married,Other
M,38,Married,Other
M,38,Married,Other
F,26,Single,Student
F,26,Single,Student
F,26,Single,Student
F,45,Unspecified,Hospitality
F,45,Unspecified,Hospitality
F,45,Unspecified,Hospitality
M,33,Single,Other
M,33,Single,Other
M,32,Single,Professional
M,32,Single,Professional
M,32,Single,Professional
M,32,Single,Professional
M,32,Single,Professional
F,32,Single,Other
F,32,Single,Other
M,32,Married,Trades
M,32,Married,Trades
M,32,Married,Trades
F,31,Single,Professional
F,31,Single,Professional
M,51,Married,Professional
M,51,Married,Professional
M,51,Married,Professional
M,51,Married,Professional
M,51,Married,Professional
F,23,Single,Retail
F,23,Single,Retail
M,30,Married,Professional
M,30,Married,Professional
F,40,Married,Retired
F,40,Married,Retired
M,29,Married,Other
M,29,Married,Other
M,29,Married,Other
M,29,Married,Other
M,39,Married,Professional
M,39,Married,Professional
M,39,Married,Professional
M,27,Single,Other
M,27,Single,Other
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
F,61,Unspecified,Hospitality
F,61,Unspecified,Hospitality
F,61,Unspecified,Hospitality
F,45,Married,Professional
F,45,Married,Professional
F,22,Married,Other
F,22,Married,Other
F,22,Married,Other
F,22,Married,Other
M,19,Single,Student
M,19,Single,Student
F,43,Unspecified,Hospitality
F,43,Unspecified,Hospitality
M,40,Married,Trades
M,40,Married,Trades
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
F,46,Married,Executive
F,27,Single,Other
F,27,Single,Other
M,30,Married,Executive
M,30,Married,Executive
M,30,Married,Executive
M,30,Married,Executive
M,30,Married,Executive
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
F,35,Married,Other
M,19,Single,Other
M,19,Single,Other
F,39,Single,Professional
F,39,Single,Professional
M,25,Single,Other
M,25,Single,Other
M,25,Single,Other
M,25,Single,Other
M,25,Single,Other
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
F,30,Married,Executive
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
M,27,Single,Trades
M,27,Single,Trades
M,27,Single,Trades
M,27,Single,Trades
M,49,Married,Professional
M,49,Married,Professional
M,49,Married,Professional
F,24,Single,Other
F,24,Single,Other
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
M,33,Married,Other
M,35,Married,Other
M,35,Married,Other
M,35,Married,Other
M,35,Married,Other
M,32,Married,Sales
M,32,Married,Sales
M,32,Married,Sales
M,32,Married,Sales
F,60,Married,Retired
F,60,Married,Retired
M,38,Married,Other
M,38,Married,Other
M,38,Married,Other
M,38,Married,Other
M,19,Single,Sales
M,19,Single,Sales
M,19,Single,Sales
M,19,Single,Sales
F,29,Single,Professional
M,41,Single,Sales
M,41,Single,Sales
M,41,Single,Sales
F,36,Unspecified,Hospitality
F,36,Unspecified,Hospitality
M,59,Married,Professional
M,59,Married,Professional
M,42,Single,Professional
M,42,Single,Professional
F,28,Single,Professional
F,29,Single,Professional
M,29,Single,Other
M,29,Single,Other
F,37,Married,Other
F,37,Married,Other
F,37,Married,Other
F,43,Married,Retired
M,21,Single,Professional
M,21,Single,Professional
M,23,Single,Professional
M,35,Married,Other
M,24,Single,Other
M,24,Single,Other
M,27,Single,Other
F,51,Married,Retired
M,21,Single,Sales
M,21,Single,Sales
M,28,Single,Other
M,25,Single,Sales
M,37,Married,Trades
M,37,Married,Trades
F,30,Married,Hospitality
F,30,Married,Hospitality
F,27,Married,Other
F,27,Married,Other
M,36,Married,Executive
F,43,Married,Executive
M,46,Married,Trades
M,46,Married,Trades
F,57,Married,Other
M,22,Single,Professional
M,22,Single,Professional
M,24,Single,Student
M,24,Single,Student
M,21,Single,Trades
M,28,Married,Professional
F,55,Married,Other
F,55,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
F,34,Married,Other
M,38,Married,Trades
M,41,Married,Other
M,23,Single,Professional
M,23,Single,Professional
M,44,Married,Other
M,44,Married,Other
F,45,Married,Executive
F,45,Married,Executive
F,45,Married,Executive
F,30,Single,Professional
M,29,Married,Sales
M,29,Married,Sales
M,29,Married,Sales
M,39,Married,Executive
M,39,Married,Executive
M,39,Married,Executive
M,33,Unspecified,Professional
F,29,Single,Professional
M,52,Unspecified,Other
M,52,Unspecified,Other
M,52,Unspecified,Other
F,29,Single,Other
F,40,Married,Other
F,40,Married,Other
F,40,Married,Other
M,29,Single,Other
M,29,Single,Other
M,43,Married,Sales
M,43,Married,Sales
M,43,Married,Sales
M,40,Married,Other
M,40,Married,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
M,42,Married,Executive
M,42,Married,Executive
M,42,Married,Executive
M,42,Married,Executive
F,68,Married,Other
F,68,Married,Other
F,68,Married,Other
M,41,Married,Trades
M,41,Married,Trades
F,29,Married,Professional
F,29,Married,Professional
F,29,Married,Professional
M,36,Married,Executive
M,36,Married,Executive
M,36,Married,Executive
M,36,Married,Executive
M,36,Married,Executive
M,30,Married,Other
M,30,Married,Other
M,30,Married,Other
M,30,Married,Other
M,44,Single,Sales
M,44,Single,Sales
M,44,Single,Sales
F,27,Single,Other
F,27,Single,Other
F,27,Single,Other
F,27,Single,Other
F,27,Single,Other
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
F,54,Married,Other
F,54,Married,Other
F,54,Married,Other
F,54,Married,Other
F,38,Single,Professional
F,38,Single,Professional
F,38,Single,Professional
F,28,Single,Other
F,28,Single,Other
F,28,Single,Other
F,18,Single,Other
F,18,Single,Other
F,50,Married,Retail
F,50,Married,Retail
F,50,Married,Retail
F,31,Married,Executive
F,31,Married,Executive
F,43,Married,Other
F,43,Married,Other
F,43,Married,Other
M,32,Unspecified,Professional
M,32,Unspecified,Professional
M,32,Unspecified,Professional
F,29,Single,Other
F,29,Single,Other
F,20,Single,Student
F,20,Single,Student
F,26,Married,Other
F,26,Married,Other
F,55,Married,Other
F,55,Married,Other
F,55,Married,Other
F,30,Single,Professional
F,30,Single,Professional
M,25,Married,Other
M,25,Married,Other
M,25,Married,Other
M,24,Single,Other
M,24,Single,Other
M,36,Married,Other
M,36,Married,Other
M,36,Married,Other
M,23,Single,Student
M,23,Single,Student
M,23,Single,Student
M,23,Single,Student
M,54,Married,Professional
M,54,Married,Professional
M,54,Married,Professional
M,54,Married,Professional
M,28,Single,Other
M,28,Single,Other
M,28,Single,Other
F,29,Single,Professional
F,29,Single,Professional
M,24,Single,Other
M,24,Single,Other
M,24,Single,Other
M,24,Single,Other
F,39,Married,Other
F,39,Married,Other
F,39,Married,Other
M,22,Single,Sales
M,22,Single,Sales
M,22,Single,Sales
M,22,Single,Sales
M,20,Single,Trades
M,20,Single,Trades
M,20,Single,Trades
M,33,Married,Trades
M,33,Married,Trades
M,33,Married,Trades
M,33,Married,Trades
M,33,Married,Trades
M,33,Married,Trades
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
M,38,Married,Executive
F,37,Married,Other
F,37,Married,Other
F,37,Married,Other
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
M,43,Married,Other
M,22,Single,Other
M,22,Single,Other
M,22,Single,Other
M,21,Single,Professional
M,21,Single,Professional
M,21,Single,Professional
F,32,Married,Executive
F,32,Married,Executive
F,32,Married,Executive
M,44,Married,Other
M,44,Married,Other
M,34,Married,Other
M,34,Married,Other
M,34,Married,Other
M,38,Married,Trades
M,38,Married,Trades
M,38,Married,Trades
F,22,Single,Other
F,22,Single,Other
F,22,Single,Other
F,22,Single,Other
M,39,Married,Executive
M,39,Married,Executive
M,25,Single,Other
M,25,Single,Other
M,25,Single,Other
M,25,Single,Other
M,25,Single,Other
M,17,Single,Student
M,17,Single,Student
M,17,Single,Student
M,17,Single,Student
F,35,Married,Professional
F,35,Married,Professional
F,41,Married,Other
F,44,Married,Executive
M,39,Single,Professional
M,38,Single,Sales
F,22,Married,Other
M,26,Single,Other
M,26,Single,Other
F,47,Unspecified,Hospitality
M,43,Married,Trades
M,49,Married,Professional
M,49,Married,Professional
M,49,Married,Professional
M,49,Married,Professional
F,26,Single,Other
F,21,Single,Other
F,20,Single,Other
F,20,Single,Other
M,27,Single,Trades
M,27,Single,Trades
F,46,Married,Executive
F,51,Married,Other
F,28,Single,Professional
F,24,Married,Retail
F,24,Married,Retail
M,40,Married,Other
M,40,Married,Other
M,40,Married,Other
F,32,Married,Other
F,32,Married,Other
F,30,Married,Other
F,66,Married,Other
F,23,Single,Other
M,35,Single,Sales
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
F,39,Married,Professional
M,33,Married,Other
M,33,Married,Other
F,30,Married,Executive
M,29,Married,Executive
M,29,Married,Executive
M,29,Married,Executive
M,29,Married,Executive
F,49,Married,Executive
F,49,Married,Executive
F,57,Married,Other
F,28,Single,Other
F,36,Married,Other
F,36,Married,Other
M,59,Married,Other
M,59,Married,Other
M,59,Married,Other
F,43,Unspecified,Hospitality
M,38,Married,Other
F,27,Single,Professional
M,33,Single,Other
M,36,Unspecified,Sales
M,36,Unspecified,Sales
F,25,Single,Other
M,34,Married,Other
M,34,Married,Other
F,24,Married,Retail
F,24,Married,Retail
M,41,Married,Trades
F,32,Married,Executive
F,40,Married,Other
F,40,Married,Other
F,21,Single,Retail
M,21,Single,Student
M,21,Single,Student
M,25,Married,Sales
M,25,Married,Sales
M,23,Single,Retail
F,27,Single,Retail
M,44,Married,Sales
F,26,Single,Sales
F,29,Single,Professional
F,32,Single,Professional
M,34,Married,Executive
M,34,Married,Executive
F,31,Married,Retail
F,31,Married,Retail
F,31,Married,Retail
F,31,Married,Retail
F,31,Married,Retail
M,44,Married,Executive
M,44,Married,Executive
M,44,Married,Executive
M,44,Married,Executive
M,44,Married,Executive
M,41,Married,Trades
F,39,Unspecified,Hospitality
F,20,Single,Professional
M,22,Single,Student
M,22,Single,Student
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
M,32,Married,Other
M,19,Single,Sales
M,19,Single,Sales
F,41,Married,Other
M,59,Married,Other
M,59,Married,Other
M,28,Single,Student
F,26,Married,Executive
F,20,Single,Student
F,48,Married,Sales
M,35,Single,Executive
F,29,Single,Professional
F,46,Married,Other
M,42,Married,Executive
F,48,Married,Hospitality
M,23,Single,Sales
F,28,Married,Professional
F,28,Married,Professional
F,28,Married,Professional
M,27,Single,Professional
M,27,Single,Professional
M,44,Married,Other
M,44,Married,Other
M,44,Married,Other
M,27,Single,Other
M,27,Single,Other
M,27,Single,Other
M,47,Married,Professional
M,28,Married,Sales
M,27,Single,Other
M,27,Single,Other
M,27,Single,Other
M,27,Single,Other
M,24,Single,Executive
M,24,Single,Executive
M,24,Single,Executive
M,24,Single,Executive
M,43,Unspecified,Trades
M,43,Unspecified,Trades
F,19,Single,Hospitality
F,19,Single,Hospitality
F,19,Single,Hospitality
M,38,Married,Other
M,25,Married,Other
M,33,Single,Professional
M,20,Single,Professional
F,30,Unspecified,Hospitality
F,30,Unspecified,Hospitality
F,30,Unspecified,Hospitality
F,21,Single,Sales
M,28,Single,Sales
F,46,Married,Retired
F,59,Married,Other
M,23,Single,Other
M,23,Single,Other
F,48,Married,Executive
F,48,Married,Executive
F,35,Unspecified,Professional
F,35,Unspecified,Professional
M,26,Married,Executive
M,34,Single,Trades
M,28,Single,Sales
M,20,Single,Student
F,35,Single,Other
M,43,Married,Trades
M,43,Married,Trades
F,29,Married,Other
F,29,Married,Other
F,27,Single,Other
M,37,Unspecified,Trades
M,34,Married,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,20,Single,Other
F,44,Married,Other
M,26,Single,Professional
M,35,Single,Executive
M,35,Single,Executive
F,24,Single,Other
M,23,Single,Retail
M,28,Married,Other
M,28,Married,Other
M,28,Married,Other
M,28,Married,Other
M,29,Single,Professional
M,29,Single,Professional
M,40,Single,Other
M,40,Single,Other
M,40,Single,Other
M,40,Single,Other
M,40,Married,Sales
M,40,Married,Sales
M,40,Married,Sales
F,29,Unspecified,Sales
F,32,Married,Other
F,45,Married,Executive
F,38,Single,Professional
F,33,Married,Other
F,28,Married,Professional
F,28,Married,Professional
F,26,Single,Other
F,22,Single,Other
F,45,Married,Executive
F,45,Married,Executive
M,32,Married,Executive
M,32,Married,Executive
F,24,Single,Hospitality
F,24,Single,Hospitality
M,33,Married,Other
M,20,Single,Student
M,20,Single,Student
F,51,Married,Retired
F,27,Married,Other
M,29,Single,Professional
M,29,Single,Professional
M,35,Married,Sales
M,35,Married,Sales
F,44,Married,Other
F,28,Single,Other
F,25,Single,Other
M,28,Married,Executive
M,28,Married,Executive
M,28,Married,Executive
M,28,Married,Executive
F,38,Single,Other
F,31,Single,Professional
M,25,Single,Professional
M,30,Married,Trades
F,27,Single,Other
F,27,Single,Other
M,47,Married,Retired
F,43,Unspecified,Hospitality
F,25,Single,Other
F,25,Single,Other
F,21,Single,Other
F,21,Single,Other
M,43,Unspecified,Trades
F,41,Married,Professional
F,31,Single,Other
M,24,Single,Professional
M,24,Single,Professional
F,25,Single,Other
F,25,Single,Other
F,25,Single,Other
F,20,Married,Retail
F,40,Married,Sales
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
M,32,Married,Other
F,22,Single,Professional
F,31,Married,Executive
F,31,Married,Executive
F,21,Single,Other
F,45,Married,Executive
F,45,Married,Executive
M,34,Single,Professional
M,34,Single,Professional
F,37,Single,Professional
F,37,Single,Professional
F,31,Married,Other
F,31,Married,Other
M,39,Married,Executive
M,39,Married,Executive
F,27,Married,Other
M,27,Married,Other
M,27,Married,Other
M,22,Single,Trades
F,47,Married,Other
F,47,Married,Other
F,47,Married,Executive
F,19,Single,Other
M,31,Married,Other
M,20,Single,Professional
M,20,Single,Professional
F,46,Married,Executive
F,46,Married,Executive
F,27,Married,Other
F,27,Married,Other
F,27,Married,Other
F,20,Single,Other
M,25,Single,Sales
M,28,Single,Other
M,28,Single,Other
F,27,Married,Other
F,27,Married,Other
F,27,Married,Other
F,27,Married,Other
F,27,Married,Other
M,26,Single,Other
M,36,Married,Executive
F,21,Single,Retail
F,19,Single,Other
F,19,Single,Other
F,19,Single,Other
M,26,Married,Sales
M,26,Married,Sales
M,26,Married,Sales
F,37,Married,Other
F,37,Married,Other
M,27,Married,Other
F,29,Single,Student
M,30,Married,Other
M,30,Married,Other
F,34,Married,Executive
M,37,Married,Trades
F,23,Single,Professional
F,31,Married,Other
F,31,Married,Other
F,20,Married,Other
F,20,Married,Other
M,37,Single,Other
M,37,Single,Other
F,33,Married,Other
F,33,Married,Other
M,33,Married,Trades
M,29,Married,Other
M,29,Married,Other
M,48,Unspecified,Other
F,18,Single,Professional
F,44,Married,Retired
M,36,Married,Executive
F,37,Married,Other
F,37,Married,Other
M,28,Single,Professional
F,19,Single,Other
F,19,Single,Other
M,26,Married,Other
M,28,Single,Other
M,28,Single,Other
M,28,Single,Executive
M,24,Single,Student
F,27,Single,Other
M,28,Single,Other
F,40,Unspecified,Hospitality
F,40,Unspecified,Hospitality
F,23,Single,Hospitality
F,23,Single,Hospitality
M,38,Married,Other
M,38,Married,Other
M,23,Single,Professional
M,43,Married,Trades
M,43,Married,Trades
M,43,Married,Trades
M,39,Married,Sales
M,39,Married,Sales
F,28,Single,Retail
F,22,Single,Other
M,46,Married,Professional
M,29,Single,Professional
M,29,Single,Professional
F,34,Unspecified,Other
F,37,Married,Other
F,42,Married,Other
M,47,Married,Trades
M,47,Married,Trades
M,31,Married,Sales
M,31,Married,Sales
M,31,Married,Sales
M,31,Married,Sales
M,31,Married,Sales
F,20,Single,Professional
F,58,Married,Retired
F,58,Married,Retired
M,30,Single,Trades
M,30,Single,Trades
F,22,Single,Other
M,28,Married,Executive
M,28,Married,Executive
M,28,Single,Sales
M,28,Single,Sales
F,33,Married,Hospitality
F,33,Married,Hospitality
F,33,Married,Hospitality
F,30,Married,Retail
M,18,Single,Student
M,35,Married,Executive
M,39,Single,Executive
M,39,Single,Executive
M,39,Single,Executive
F,29,Single,Other
F,23,Single,Other
M,26,Married,Executive
F,35,Single,Professional
F,33,Married,Other
F,36,Married,Other
F,59,Married,Retired
F,59,Married,Retired
M,22,Single,Sales
F,29,Single,Other
M,33,Unspecified,Professional
